पौधा-घर,0,,,,,
जोड़-तोड़,0,,,,,
बाहर_निकलने_देना,0,,,,,
असंतुष्ट,-1,,,,,
उदासीनता,-1,,,,,
ज़रूरत,1,,,,,
अभिमान,-1,,,,,
गलत_समझा,-1,,,,,
अपराध,-2,,,,,
तिरस्कारी,-2,,,,,
गैर-विश्वास,-2,,,,,
व्यंग्य,-1,,,,,
अंतर्विरोध,-1,,,,,
सुनसार_जंगल,-1,,,,,
पलटा,0,,,,,
देर_में_आया_हुआ,-1,,,,,
दानव,-3,,,,,
विपुल,2,,,,,
चमत्कारिक,1,,,,,
कातनेवाली,0,,,,,
चरमराहट,-1,,,,,
कमज़ोर,-1,,,,,
अलगाव_की_भावना,-2,,,,,
आवारा,-1,,,,,
फ़्लैश,0,,,,,
घृणापूर्ण,-3,,,,,
गूदा,0,,,,,
उबलनेवाला,0,,,,,
अद्वितीयता_से,2,,,,,
अशुद्धता,-2,,,,,
भावुक,1,,,,,
बीमार_का_इलाज,1,,,,,
कमियां,-1,,,,,
निरक्षर,-1,,,,,
भरोसा,1,,,,,
वियोग,-2,,,,,
द्वेष,-2,,,,,
पकना,0,,,,,
भद्रता,2,,,,,
पैदल_यात्री,0,,,,,
असुरक्षा,-2,,,,,
बेतरतीबी,-1,,,,,
छोटी_गाड़ी,0,,,,,
दस्तक,0,,,,,
बेगुनाह,1,,,,,
नकार,-1,,,,,
क्रूरता,-3,,,,,
ईमानदारी,2,,,,,
छिपा_हुआ,-1,,,,,
संदेहवाद,-1,,,,,
असमर्थनीय,-1,,,,,
ज़ोर_से_मारना,-2,,,,,
उथल-पुथल_भरे,-1,,,,,
शांति,2,,,,,
रणभूमि,-1,,,,,
आपदा,-2,,,,,
कष्टप्रद,-2,,,,,
कड़ाई_से,-1,,,,,
अपव्ययिता,-2,,,,,
आतंक,-4,,,,,
स्टाइलिश,1,,,,,
दोषपूर्ण,-2,,,,,
दुर्घटनाग्रस्त_होने,-3,,,,,
धीमी_गति_से_चलती,-1,,,,,
भावुकतापूर्ण_नाटकीय_ढंग_से,-1,,,,,
खंडन_करना,-1,,,,,
अस्थिरता,-1,,,,,
घर_का_काम,0,,,,,
भाव,0,,,,,
मुद्रास्फीति,0,,,,,
भयावहता,-2,,,,,
मन_की_तरंग,0,,,,,
शायद_ही,0,,,,,
धीरे-धीरे,0,,,,,
विशाल_चीज़,0,,,,,
सत्यता,2,,,,,
भय_उत्पन्न_करनेवाला,-3,,,,,
नकली,-2,,,,,
लौकिक,0,,,,,
आत्म_विनाशकारी,-2,,,,,
स्वादिष्ट,1,,,,,
तुच्छता,-1,,,,,
अति_उत्साही,-1,,,,,
प्रदूषण_फैलाने,-3,,,,,
द्रोह,-3,,,,,
विफल_हुआ,-2,,,,,
विचार_शक्ति_हर_लिया,-1,,,,,
पुराने_ढंग_का,-1,,,,,
घाव,-2,,,,,
वैभव,2,,,,,
भोला,1,,,,,
ज़ब्त_करना,-1,,,,,
इलाज_सभी,1,,,,,
बलपूर्वक,-1,,,,,
अपाहिज_होना,-3,,,,,
अल्पज्ञात,-2,,,,,
डरावना,-2,,,,,
व्याप्त,-1,,,,,
बद,-1,,,,,
डींग_मारनेवाला,-1,,,,,
सबसे_डरावने,-3,,,,,
चिल्लाहट,-2,,,,,
बलि_का_बकरा,-2,,,,,
द्वीपीय,0,,,,,
दूषित,-3,,,,,
षड्यंत्र,-3,,,,,
आत्म-आलोचना,-2,,,,,
डांट-डपट,-2,,,,,
मां,4,,,,,
त्रुटिहीन,2,,,,,
शहादत_की_मांग,-1,,,,,
तुरत-फुरत_शेर_कहकर,-1,,,,,
मंदबुद्धि,-1,,,,,
इसरो,1,,,,,
अपराधों,-2,,,,,
हेत्वाभास,-2,,,,,
विद्युतीकरण_करना,1,,,,,
ऐंठन,-1,,,,,
सरपरस्ती,1,,,,,
पूर्वचिन्तित,-1,,,,,
प्रकोप,-3,,,,,
हार्ड_लाइन,-1,,,,,
खदबदा,0,,,,,
स्थिर,1,,,,,
तेजी_से_बढ़_रही,1,,,,,
बड़बड़ाना,-1,,,,,
खेदजनक,-2,,,,,
प्रतिरोध,-2,,,,,
बेजोड़ता,-1,,,,,
तानाशाह,-1,,,,,
सहायता,1,,,,,
दुर्गंन्धयुक्त,-2,,,,,
कोरांटीन,0,,,,,
अमोघ,2,,,,,
आलसी,-1,,,,,
संयमी,1,,,,,
स्वीकार_किया,1,,,,,
याद_दिलानेवाला,1,,,,,
शाही,1,,,,,
लाभहीन,-1,,,,,
दुर्बल,-1,,,,,
नफरत,-2,,,,,
सम्मेलन,1,,,,,
प्रभावहीन,-1,,,,,
उच्छृंखल,-2,,,,,
तोड़ा-मरोड़ा,-1,,,,,
कार्य,1,,,,,
हतोत्साहित,-2,,,,,
जख्म,-2,,,,,
खुशी,2,,,,,
निष्क्रियता,-1,,,,,
धर्म,1,,,,,
अतिवादी,-2,,,,,
खून_बह_रहा_है,-2,,,,,
फंसाने,-1,,,,,
क्षतिग्रस्त,-2,,,,,
सिर_पर,0,,,,,
आत्मसंतोष,2,,,,,
मतभेद_करनेवाला,-2,,,,,
पछतावा,-1,,,,,
उन्मादपूर्ण,-1,,,,,
ढिठाई,-1,,,,,
बुरी_तरह,-2,,,,,
रहस्यमय,-1,,,,,
चमत्कारपूर्ण,1,,,,,
अंतरिम_रूप_से,0,,,,,
डाकू,-3,,,,,
चिंतित,-2,,,,,
विसंगतियों,-2,,,,,
धुंधला,-1,,,,,
अंधापन,-3,,,,,
टपका_हुआ,-1,,,,,
बड़ी_भूल,-3,,,,,
नाकाम_रहने_के,-2,,,,,
चमक,1,,,,,
क्लीषे,-1,,,,,
वही,0,,,,,
अप्रसन्नता,-2,,,,,
लड़ाई-लाइनों,-2,,,,,
जोखिम_मुक्त,1,,,,,
भृत्यभाव,1,,,,,
नकारात्मक_पहलू,-1,,,,,
समांता,1,,,,,
सूका_रोगी,-2,,,,,
असफलता,-2,,,,,
अनौचित्य,-1,,,,,
गालियाँ,-3,,,,,
गूंज,0,,,,,
अतिप्रजन_का,-1,,,,,
तेज़ी_से,1,,,,,
कोशिश_कर,1,,,,,
दुविधा_में_पड़ा_हुआ,-1,,,,,
उत्तेजित,-1,,,,,
सिरदर्द,-1,,,,,
वमनकारी,-1,,,,,
हर्ष,2,,,,,
प्रसन्न_करना,2,,,,,
भगोड़ा,-1,,,,,
हमला,-2,,,,,
मनोरंजक,1,,,,,
अनिष्टकारक,-3,,,,,
जीवन_के_लिए_खतरा,-4,,,,,
लोभी,-1,,,,,
दिल_तोड़ने,-1,,,,,
क्षतिपूर्ति,-2,,,,,
तुच्छ_चीज़_करना,-1,,,,,
हिचकिचाहट_में,-1,,,,,
विश्राम_लेना,1,,,,,
किसी_का_ध्यान_नहीं,-1,,,,,
कंफ़ेसर,-1,,,,,
पुनर्वास,1,,,,,
बाज़ीगर,1,,,,,
अहंकार,-2,,,,,
कान,0,,,,,
सिंड्रोम,-1,,,,,
ऊंचा_नीचा,-1,,,,,
समानता,1,,,,,
पूर्वप्रतिष्ठित,1,,,,,
घृणा_का_अनुभव_करना,-2,,,,,
बेआबरू,-2,,,,,
खरब,0,,,,,
दलित_व्यक्ति,0,,,,,
आकार,1,,,,,
एक_प्रकार_की_मछली,0,,,,,
प्रहरी,1,,,,,
मजबूत_बनाने_में,1,,,,,
घटते,-1,,,,,
अशांत,-2,,,,,
चुनौतीपूर्ण,1,,,,,
नैतिक,1,,,,,
अवज्ञा_का,-1,,,,,
भुलक्कड़,-1,,,,,
ध्यान_केंद्रित,1,,,,,
दुविधा,-1,,,,,
मासूम,1,,,,,
अपमानित,-2,,,,,
घबराहट,-1,,,,,
प्रसिद्ध,2,,,,,
निषेधात्मक,-1,,,,,
आक्रामकता,-1,,,,,
काली,1,,,,,
अवनति_का,-2,,,,,
खट्टा_और_तीता_करना,-1,,,,,
हीनता,-1,,,,,
बेहूदापन,-1,,,,,
कम_ज्ञात,-1,,,,,
चिंता,-1,,,,,
विनियमन,-1,,,,,
शिकायतों,-1,,,,,
ज्यादतियों,-1,,,,,
विलुप्त_होने,-3,,,,,
सारांश,1,,,,,
तंत्रिकाओं,0,,,,,
नास्तिक,0,,,,,
विघटन,-1,,,,,
शोषण,-3,,,,,
गप्पी,-1,,,,,
हार्ड_लाइनर,-1,,,,,
शरारत,-1,,,,,
विद्रोह,-2,,,,,
इच्छा,1,,,,,
विस्मय,-1,,,,,
चुनाव-मेकेनिक,0,,,,,
मिलावटी,-2,,,,,
टिका_हुआ,1,,,,,
यानतोड़क_तोपें,0,,,,,
पूर्वाग्रहों,0,,,,,
विष,-2,,,,,
जाम,0,,,,,
चतुर,1,,,,,
ज़ोरदार,1,,,,,
हमवार,1,,,,,
नशे_में_न_होना,1,,,,,
दुर्घटना,-3,,,,,
अधिनायकवादी,1,,,,,
सम्मान,2,,,,,
असंभावना_से,-1,,,,,
धोखा_दिया,-2,,,,,
अस्पष्टता,-2,,,,,
नमकीन,0,,,,,
जोकर,0,,,,,
करतब,0,,,,,
खुलेपन,1,,,,,
हड्डी_उखड़,-1,,,,,
विनम्रता,2,,,,,
रंग,0,,,,,
कठोरता,-1,,,,,
साथ_दुर्व्यवहार,-1,,,,,
कटुतापूर्वक,-2,,,,,
ओवरचर,0,,,,,
ठिठुराने,-1,,,,,
बाधाओं,-2,,,,,
ईश्वरतुल्य,2,,,,,
व्याधिग्रस्त,-2,,,,,
अनकदी,-2,,,,,
प्रतिक्रियावादी,-1,,,,,
कम_होनेवाला,0,,,,,
क्रोधी,-1,,,,,
आतंकवाद,-4,,,,,
नेक्रोमन्ट,0,,,,,
असंवैधानिक,-1,,,,,
चाल,-1,,,,,
मातहत,1,,,,,
जर्जर,-1,,,,,
तड़का_हुआ,-1,,,,,
डींग_मारने_का,1,,,,,
लुच्चा,-1,,,,,
उद्धत,-2,,,,,
बेतरतीब,-1,,,,,
शोक,1,,,,,
यश,2,,,,,
निर्लज्ज,-2,,,,,
मंद_होना,-1,,,,,
अतिदेय,-1,,,,,
लपेटने,0,,,,,
हड़पनेवाला,-2,,,,,
पागल,-1,,,,,
सभ्य_बनाना,1,,,,,
की_ओर_अग्रसर,1,,,,,
अति_सरलीकरण,1,,,,,
अक्षम,-1,,,,,
जानलेवा,-3,,,,,
खेद,-1,,,,,
विसंगति,-2,,,,,
वीरानी,-1,,,,,
आलोचक,-1,,,,,
गैर_जिम्मेदाराना,-1,,,,,
अभद्रता,-2,,,,,
युद्ध_की_तरह,-1,,,,,
भूल_से,-1,,,,,
मात्र,0,,,,,
मूत,-1,,,,,
शातिदायक_होना,0,,,,,
प्रकार_है,0,,,,,
मुरझाना,-1,,,,,
अनुतापी,1,,,,,
जवाबी_उत्पादक,1,,,,,
धूमिल,-1,,,,,
युद्धरत,-1,,,,,
मिलनसार,2,,,,,
उज्ज्वल,2,,,,,
बचत,1,,,,,
चुड़ैल,-3,,,,,
अपुष्ट,-2,,,,,
आराम_से,1,,,,,
लड़ाकू,-2,,,,,
फाड़ना,-1,,,,,
गलतफहमी,-1,,,,,
नाराज़गी,-2,,,,,
उड़ाऊ,-1,,,,,
प्रलोभन,-1,,,,,
हद_से_अधिक,1,,,,,
अप्रतिस्पर्धी,-1,,,,,
भयंकरता,-3,,,,,
नास्तिकता,0,,,,,
महत्त्वाकांक्षी,1,,,,,
बहाने,-1,,,,,
निहितार्थ,0,,,,,
छलरचना,-2,,,,,
व्याकुलता,-1,,,,,
समृद्ध,2,,,,,
ग़मगीन,-2,,,,,
क्रेप्स,0,,,,,
पनीर_का,0,,,,,
बेजान,-1,,,,,
कोसने,-1,,,,,
खून_खराबा,-3,,,,,
डाह,-3,,,,,
दूषण,-1,,,,,
विपत्ति,-2,,,,,
बेदिल,-1,,,,,
तकरार,-2,,,,,
बंदी,-2,,,,,
कपटी,-3,,,,,
स्तब्ध,-1,,,,,
पवित्रता,1,,,,,
भयंकर_रूप_से,-3,,,,,
नमकहराम,-2,,,,,
विडंबनाओं,-1,,,,,
गुस्ताख़ी,-1,,,,,
शिकायत_की,-1,,,,,
व्यवस्थापत्र,0,,,,,
सस्ता,1,,,,,
भड़काना,-2,,,,,
खट्टा,-1,,,,,
हवा_भरा_हुआ,0,,,,,
यहूदी_बस्ती,0,,,,,
क्रांतिकारी,1,,,,,
कायर,-2,,,,,
संवेदन-शून्य,-1,,,,,
नन्हा,0,,,,,
बाध्यता,-1,,,,,
गोलंदाज़ी,0,,,,,
तूफ़ानी,-1,,,,,
ठहराव,-1,,,,,
कलंक_लगाना,-2,,,,,
आरोप,-2,,,,,
आपत्ति,-1,,,,,
अमित्र,-1,,,,,
नमूना,0,,,,,
अधीर,-1,,,,,
डरपोक,-1,,,,,
बदगुमान,-1,,,,,
अचंभे_में_डालना,-1,,,,,
लूट,-3,,,,,
अनुकूल,1,,,,,
कैनन_का,0,,,,,
चिंताओं,-1,,,,,
विरोधी_सफेद,0,,,,,
लीक_से_हटकर,1,,,,,
योग्यता,1,,,,,
झुका_हुआ,0,,,,,
बनिया,0,,,,,
लाभार्थी,1,,,,,
अदम्य,2,,,,,
जमे_हुए,0,,,,,
जागरूकता,1,,,,,
आकांक्षा,1,,,,,
निर्दयी,-1,,,,,
लंबे_समय_तक,1,,,,,
अव्याख्येय,-1,,,,,
ध्वस्त_करना,-2,,,,,
अपर्याप्त,-1,,,,,
आत्म_तख्तापलट,-2,,,,,
असावधानीपूर्ण,-2,,,,,
सोने_का,0,,,,,
अहंकृति,-2,,,,,
प्रतियोगी,-1,,,,,
तीखा,-1,,,,,
समस्यात्मक,-2,,,,,
इस्तीफा_दे_दिया,-1,,,,,
निष्ठुरता,-2,,,,,
रहमदिल,2,,,,,
तत्काल,-1,,,,,
जागृत_होना,2,,,,,
प्रचुर,2,,,,,
क्षणभंगुर,-1,,,,,
कमी,-1,,,,,
मजीठ,0,,,,,
अनियमितता,-1,,,,,
कड़ाही,0,,,,,
सत्तावादी,1,,,,,
विडंबना_यह_है_कि,-1,,,,,
प्रख्यात,2,,,,,
झाई,-1,,,,,
बेहूदा_बात,-1,,,,,
धूप,0,,,,,
आलोचकों,-1,,,,,
दर्द,-1,,,,,
काउंटर,0,,,,,
जाली,-2,,,,,
निर्वासन,-1,,,,,
मिरगी,-2,,,,,
गंधक,0,,,,,
चुनाव_का,0,,,,,
परिहार,-1,,,,,
जबरन_वसूली,-2,,,,,
हैरान,-1,,,,,
विश्वासघात,-3,,,,,
तर्कहीन,-1,,,,,
घिसा,-1,,,,,
उत्तर,0,,,,,
अनार्थिक,-1,,,,,
कुल,0,,,,,
तोड़ना,-1,,,,,
प्राणहर,-3,,,,,
राज-द्रोह,-3,,,,,
निकला_हुआ,0,,,,,
उपद्रवी,-2,,,,,
सराहना,1,,,,,
लंगड़ा_बत्तख,-1,,,,,
चूहा,0,,,,,
निरीक्षण,0,,,,,
अनुपस्थित_रहने,-1,,,,,
बेकार_में,-1,,,,,
अविवेक,-1,,,,,
उत्तम,1,,,,,
अल्पकालिक,-1,,,,,
सुनसान,-1,,,,,
अविस्मरणीय,2,,,,,
चमकी_का,0,,,,,
स्वयं_सेवा,-1,,,,,
दोष,-1,,,,,
खेलों,1,,,,,
वीभत्स,-3,,,,,
हिलनेवाला,-1,,,,,
शक्तिहीन,-2,,,,,
बैक-लकड़ी,0,,,,,
प्रचार,1,,,,,
अयोग्यता,-2,,,,,
बदमाशी,-3,,,,,
बिगड़ा_हुआ,-3,,,,,
विनोदी,2,,,,,
साख,2,,,,,
रोलर_कॉस्टर,0,,,,,
अनिश्चितता_के_बादल,-1,,,,,
टकसाली,0,,,,,
वसायुक्त,-1,,,,,
भ्रष्टाचरण,-3,,,,,
आलीशान,1,,,,,
अफवाहें,-1,,,,,
विफलताओं,-2,,,,,
तप,1,,,,,
अहंकारपूर्ण,-2,,,,,
भ्रष्टाचार,-3,,,,,
इस्तीफा,-1,,,,,
लड़ाई_का_मैदान,-1,,,,,
चिकनाई_से,0,,,,,
फ़ैसिस्टवाद,-2,,,,,
टॉप,0,,,,,
बेगरज,-1,,,,,
मूर्खता,-1,,,,,
टुकड़े_टुकड़े_कर_दिया,-2,,,,,
संबंध_विच्छेद,-1,,,,,
जल्दबाजी_में,-1,,,,,
मजबूत,2,,,,,
कट_जाना,-1,,,,,
अनायास,0,,,,,
अव्यवस्था,-1,,,,,
खुदराय,-1,,,,,
